customer_id,plan,monthly_price,signup_date,cancel_date,renewal_date,churned,payment_method
CUST_00384,Advanced,200,2025-08-12,,2026-08-12,0,bank_transfer
CUST_00385,Plus,85,2025-10-08,,2026-10-08,0,credit_card
CUST_00386,Essentials,55,2024-07-21,,2025-07-21,0,bank_transfer
CUST_00387,Advanced,200,2025-01-26,,2026-01-26,0,credit_card
CUST_00388,Simple Start,30,2025-04-10,,2026-04-10,0,credit_card
CUST_00389,Simple Start,30,2025-01-11,,2026-01-11,0,bank_transfer
CUST_00390,Simple Start,30,2026-01-01,,2027-01-01,0,bank_transfer
CUST_00391,Essentials,55,2024-08-31,2025-02-19,,1,paypal
CUST_00392,Plus,85,2026-01-18,2026-06-08,,1,bank_transfer
CUST_00393,Plus,85,2026-03-28,,2027-03-28,0,bank_transfer
CUST_00394,Simple Start,30,2024-09-13,,2025-09-13,0,paypal
CUST_00395,Essentials,55,2026-01-05,,2027-01-05,0,credit_card
CUST_00396,Plus,85,2024-06-19,,2025-06-19,0,paypal
CUST_00397,Advanced,200,2024-11-17,,2025-11-17,0,paypal
CUST_00398,Essentials,55,2026-01-15,,2027-01-15,0,paypal
CUST_00399,Plus,85,2025-01-12,,2026-01-12,0,paypal
CUST_00400,Advanced,200,2025-08-02,,2026-08-02,0,credit_card
CUST_00401,Advanced,200,2026-01-11,,2027-01-11,0,paypal
CUST_00402,Essentials,55,2026-02-10,,2027-02-10,0,paypal
CUST_00403,Simple Start,30,2024-06-26,2025-06-06,,1,credit_card
CUST_00404,Plus,85,2024-08-04,,2025-08-04,0,bank_transfer
CUST_00405,Essentials,55,2025-12-30,,2026-12-30,0,credit_card
CUST_00406,Essentials,55,2025-06-19,,2026-06-19,0,bank_transfer
CUST_00407,Essentials,55,2024-11-05,2025-03-19,,1,paypal
CUST_00408,Simple Start,30,2025-04-04,2026-03-06,,1,bank_transfer
CUST_00409,Plus,85,2024-11-15,2025-05-26,,1,paypal
CUST_00410,Simple Start,30,2024-06-07,,2025-06-07,0,bank_transfer
CUST_00411,Plus,85,2025-10-03,,2026-10-03,0,credit_card
CUST_00412,Plus,85,2024-12-25,,2025-12-25,0,credit_card
CUST_00413,Simple Start,30,2025-05-16,,2026-05-16,0,paypal
CUST_00414,Essentials,55,2024-05-31,,2025-05-31,0,paypal
CUST_00415,Essentials,55,2025-07-17,,2026-07-17,0,bank_transfer
CUST_00416,Plus,85,2024-12-26,,2025-12-26,0,paypal
CUST_00417,Simple Start,30,2024-11-17,2025-08-25,,1,credit_card
CUST_00418,Essentials,55,2026-02-25,2026-06-07,,1,credit_card
CUST_00419,Essentials,55,2025-08-06,2026-07-05,,1,paypal
CUST_00420,Essentials,55,2024-05-17,2024-07-26,,1,bank_transfer
CUST_00421,Advanced,200,2025-04-05,,2026-04-05,0,paypal
CUST_00422,Essentials,55,2025-02-20,,2026-02-20,0,credit_card
CUST_00423,Essentials,55,2025-05-16,,2026-05-16,0,paypal
CUST_00424,Advanced,200,2024-11-29,,2025-11-29,0,credit_card
CUST_00425,Plus,85,2025-02-08,,2026-02-08,0,bank_transfer
CUST_00426,Simple Start,30,2025-12-08,,2026-12-08,0,bank_transfer
CUST_00427,Advanced,200,2025-07-14,,2026-07-14,0,bank_transfer
CUST_00428,Advanced,200,2025-10-30,,2026-10-30,0,paypal
CUST_00429,Advanced,200,2026-02-06,,2027-02-06,0,bank_transfer
CUST_00430,Simple Start,30,2025-05-07,,2026-05-07,0,bank_transfer
CUST_00431,Simple Start,30,2026-01-21,,2027-01-21,0,bank_transfer
CUST_00432,Essentials,55,2025-01-12,,2026-01-12,0,credit_card
CUST_00433,Plus,85,2025-07-12,,2026-07-12,0,bank_transfer
CUST_00434,Advanced,200,2025-10-01,,2026-10-01,0,paypal
CUST_00435,Advanced,200,2026-01-13,,2027-01-13,0,credit_card
CUST_00436,Advanced,200,2026-01-27,,2027-01-27,0,credit_card
CUST_00437,Simple Start,30,2025-12-15,2026-09-27,,1,paypal
CUST_00438,Plus,85,2024-10-08,,2025-10-08,0,bank_transfer
CUST_00439,Advanced,200,2026-01-26,,2027-01-26,0,bank_transfer
CUST_00440,Advanced,200,2025-12-02,,2026-12-02,0,paypal
CUST_00441,Simple Start,30,2026-02-14,,2027-02-14,0,credit_card
CUST_00442,Simple Start,30,2024-07-17,,2025-07-17,0,paypal
CUST_00443,Essentials,55,2025-08-27,2026-05-07,,1,bank_transfer
CUST_00444,Plus,85,2025-02-13,,2026-02-13,0,bank_transfer
CUST_00445,Plus,85,2025-02-14,,2026-02-14,0,paypal
CUST_00446,Advanced,200,2026-01-21,,2027-01-21,0,paypal
CUST_00447,Essentials,55,2025-03-28,2025-05-14,,1,bank_transfer
CUST_00448,Simple Start,30,2024-09-04,,2025-09-04,0,paypal
CUST_00449,Essentials,55,2024-07-08,,2025-07-08,0,bank_transfer
CUST_00450,Essentials,55,2025-07-31,,2026-07-31,0,paypal
CUST_00451,Essentials,55,2025-02-28,2025-05-16,,1,paypal
CUST_00452,Advanced,200,2025-08-05,,2026-08-05,0,paypal
CUST_00453,Simple Start,30,2025-10-03,,2026-10-03,0,credit_card
CUST_00454,Advanced,200,2024-06-05,,2025-06-05,0,bank_transfer
CUST_00455,Plus,85,2025-07-27,,2026-07-27,0,paypal
CUST_00456,Advanced,200,2025-11-14,,2026-11-14,0,paypal
CUST_00457,Advanced,200,2024-12-24,,2025-12-24,0,paypal
CUST_00458,Simple Start,30,2026-03-10,2027-01-27,,1,bank_transfer
CUST_00459,Essentials,55,2025-11-21,,2026-11-21,0,credit_card
CUST_00460,Advanced,200,2026-03-04,,2027-03-04,0,credit_card
CUST_00461,Essentials,55,2025-07-17,,2026-07-17,0,credit_card
CUST_00462,Simple Start,30,2026-03-09,2027-03-30,,1,bank_transfer
CUST_00463,Advanced,200,2025-06-15,,2026-06-15,0,paypal
CUST_00464,Advanced,200,2026-01-21,,2027-01-21,0,bank_transfer
CUST_00465,Essentials,55,2024-06-06,,2025-06-06,0,credit_card
CUST_00466,Advanced,200,2025-07-19,,2026-07-19,0,credit_card
CUST_00467,Advanced,200,2025-03-22,,2026-03-22,0,credit_card
CUST_00468,Essentials,55,2026-02-15,2026-06-18,,1,credit_card
CUST_00469,Plus,85,2025-01-18,,2026-01-18,0,bank_transfer
CUST_00470,Advanced,200,2025-06-22,,2026-06-22,0,paypal
CUST_00471,Simple Start,30,2026-01-12,,2027-01-12,0,credit_card
CUST_00472,Simple Start,30,2024-08-25,2025-04-05,,1,credit_card
CUST_00473,Plus,85,2025-06-23,2025-08-07,,1,paypal
CUST_00474,Essentials,55,2025-01-22,,2026-01-22,0,paypal
CUST_00475,Simple Start,30,2025-06-23,2025-12-06,,1,credit_card
CUST_00476,Simple Start,30,2025-09-22,2026-07-16,,1,credit_card
CUST_00477,Advanced,200,2025-01-06,,2026-01-06,0,bank_transfer
CUST_00478,Advanced,200,2024-09-24,,2025-09-24,0,bank_transfer
CUST_00479,Advanced,200,2025-09-13,,2026-09-13,0,paypal
CUST_00480,Plus,85,2025-07-28,,2026-07-28,0,credit_card
CUST_00481,Plus,85,2025-09-27,,2026-09-27,0,bank_transfer
CUST_00482,Simple Start,30,2026-01-02,,2027-01-02,0,bank_transfer
CUST_00483,Simple Start,30,2024-06-09,2025-07-01,,1,bank_transfer
CUST_00484,Essentials,55,2025-01-06,2025-04-08,,1,paypal
CUST_00485,Plus,85,2025-10-30,,2026-10-30,0,credit_card
CUST_00486,Plus,85,2025-11-02,,2026-11-02,0,paypal
CUST_00487,Advanced,200,2025-05-27,,2026-05-27,0,paypal
CUST_00488,Essentials,55,2024-09-05,2025-08-27,,1,bank_transfer
CUST_00489,Simple Start,30,2026-03-16,,2027-03-16,0,credit_card
CUST_00490,Plus,85,2025-02-28,,2026-02-28,0,credit_card
CUST_00491,Advanced,200,2025-05-14,,2026-05-14,0,paypal
CUST_00492,Simple Start,30,2024-09-03,,2025-09-03,0,bank_transfer
CUST_00493,Simple Start,30,2025-03-11,,2026-03-11,0,bank_transfer
CUST_00494,Essentials,55,2026-03-19,,2027-03-19,0,paypal
CUST_00495,Simple Start,30,2025-11-27,2026-02-09,,1,bank_transfer
CUST_00496,Advanced,200,2025-06-07,,2026-06-07,0,bank_transfer
CUST_00497,Simple Start,30,2025-01-11,,2026-01-11,0,paypal
CUST_00498,Essentials,55,2025-03-18,2025-07-13,,1,paypal
CUST_00499,Simple Start,30,2024-10-30,2025-11-30,,1,credit_card
CUST_00500,Essentials,55,2024-12-21,,2025-12-21,0,bank_transfer
CUST_00501,Advanced,200,2024-05-23,,2025-05-23,0,credit_card
CUST_00502,Plus,85,2024-12-08,,2025-12-08,0,paypal
CUST_00503,Simple Start,30,2025-03-23,,2026-03-23,0,paypal
CUST_00504,Advanced,200,2024-12-26,,2025-12-26,0,paypal
CUST_00505,Plus,85,2025-12-31,,2026-12-31,0,paypal
CUST_00506,Simple Start,30,2025-09-12,,2026-09-12,0,bank_transfer
CUST_00507,Advanced,200,2024-07-30,,2025-07-30,0,paypal
CUST_00508,Advanced,200,2025-02-04,,2026-02-04,0,credit_card
CUST_00509,Plus,85,2024-10-18,2024-12-31,,1,credit_card
CUST_00510,Simple Start,30,2024-06-20,2025-05-19,,1,credit_card
CUST_00511,Simple Start,30,2026-01-31,,2027-01-31,0,credit_card
CUST_00512,Plus,85,2026-04-10,,2027-04-10,0,paypal
CUST_00513,Simple Start,30,2025-09-04,2026-08-02,,1,paypal
CUST_00514,Essentials,55,2025-09-07,,2026-09-07,0,bank_transfer
CUST_00515,Plus,85,2025-06-16,,2026-06-16,0,paypal
CUST_00516,Essentials,55,2025-01-04,,2026-01-04,0,paypal
CUST_00517,Essentials,55,2025-10-22,2025-11-25,,1,paypal
CUST_00518,Advanced,200,2026-01-25,,2027-01-25,0,bank_transfer
CUST_00519,Essentials,55,2025-10-07,,2026-10-07,0,bank_transfer
CUST_00520,Essentials,55,2025-08-13,,2026-08-13,0,credit_card
CUST_00521,Simple Start,30,2025-11-27,,2026-11-27,0,bank_transfer
CUST_00522,Simple Start,30,2025-10-27,2026-11-22,,1,paypal
CUST_00523,Advanced,200,2025-11-11,,2026-11-11,0,credit_card
CUST_00524,Advanced,200,2025-01-15,,2026-01-15,0,bank_transfer
CUST_00525,Simple Start,30,2024-10-22,,2025-10-22,0,bank_transfer
CUST_00526,Essentials,55,2025-12-09,,2026-12-09,0,credit_card
CUST_00527,Essentials,55,2025-07-26,,2026-07-26,0,credit_card
CUST_00528,Essentials,55,2025-01-15,,2026-01-15,0,paypal
CUST_00529,Advanced,200,2025-02-06,,2026-02-06,0,paypal
CUST_00530,Essentials,55,2026-03-21,,2027-03-21,0,paypal
CUST_00531,Advanced,200,2024-11-24,,2025-11-24,0,paypal
CUST_00532,Advanced,200,2025-01-02,,2026-01-02,0,bank_transfer
CUST_00533,Advanced,200,2025-05-31,2025-11-21,,1,bank_transfer
CUST_00534,Essentials,55,2026-01-24,,2027-01-24,0,paypal
CUST_00535,Advanced,200,2025-10-24,,2026-10-24,0,bank_transfer
CUST_00536,Simple Start,30,2025-03-19,,2026-03-19,0,paypal
CUST_00537,Plus,85,2024-12-26,,2025-12-26,0,credit_card
CUST_00538,Essentials,55,2025-10-08,,2026-10-08,0,bank_transfer
CUST_00539,Plus,85,2026-02-18,,2027-02-18,0,credit_card
CUST_00540,Essentials,55,2025-11-08,,2026-11-08,0,credit_card
CUST_00541,Simple Start,30,2025-12-13,,2026-12-13,0,paypal
CUST_00542,Simple Start,30,2025-10-19,,2026-10-19,0,credit_card
CUST_00543,Advanced,200,2024-06-26,,2025-06-26,0,bank_transfer
CUST_00544,Essentials,55,2025-05-18,,2026-05-18,0,credit_card
CUST_00545,Plus,85,2025-07-18,,2026-07-18,0,credit_card
CUST_00546,Simple Start,30,2026-03-31,2027-01-18,,1,paypal
CUST_00547,Plus,85,2025-12-24,,2026-12-24,0,credit_card
CUST_00548,Advanced,200,2024-07-01,,2025-07-01,0,credit_card
CUST_00549,Essentials,55,2025-11-29,,2026-11-29,0,bank_transfer
CUST_00550,Essentials,55,2026-02-26,,2027-02-26,0,bank_transfer
CUST_00551,Simple Start,30,2025-03-21,,2026-03-21,0,paypal
CUST_00552,Advanced,200,2026-03-25,,2027-03-25,0,paypal
CUST_00553,Advanced,200,2025-07-31,,2026-07-31,0,credit_card
CUST_00554,Simple Start,30,2025-02-01,2025-11-08,,1,paypal
CUST_00555,Essentials,55,2025-07-12,2026-05-31,,1,paypal
CUST_00556,Advanced,200,2024-08-29,,2025-08-29,0,paypal
CUST_00557,Simple Start,30,2026-02-04,,2027-02-04,0,credit_card
CUST_00558,Advanced,200,2025-05-08,,2026-05-08,0,paypal
CUST_00559,Advanced,200,2025-02-02,,2026-02-02,0,credit_card
CUST_00560,Simple Start,30,2026-03-12,2027-04-11,,1,paypal
CUST_00561,Essentials,55,2024-07-23,,2025-07-23,0,paypal
CUST_00562,Simple Start,30,2024-09-02,,2025-09-02,0,paypal
CUST_00563,Advanced,200,2024-05-22,2025-04-16,,1,paypal
CUST_00564,Simple Start,30,2025-12-23,,2026-12-23,0,credit_card
CUST_00565,Simple Start,30,2025-11-29,2026-10-31,,1,paypal
CUST_00566,Essentials,55,2025-02-20,2025-11-05,,1,bank_transfer
CUST_00567,Simple Start,30,2025-05-13,2026-04-02,,1,credit_card
CUST_00568,Essentials,55,2025-06-11,2025-11-19,,1,credit_card
CUST_00569,Simple Start,30,2024-12-31,,2025-12-31,0,paypal
CUST_00570,Plus,85,2024-08-28,,2025-08-28,0,paypal
CUST_00571,Essentials,55,2025-08-30,,2026-08-30,0,paypal
CUST_00572,Simple Start,30,2025-05-17,,2026-05-17,0,credit_card
CUST_00573,Plus,85,2025-10-27,,2026-10-27,0,bank_transfer
CUST_00574,Essentials,55,2025-07-01,,2026-07-01,0,paypal
CUST_00575,Plus,85,2024-08-11,,2025-08-11,0,bank_transfer
CUST_00576,Essentials,55,2024-09-10,,2025-09-10,0,paypal
CUST_00577,Simple Start,30,2025-04-24,2025-08-28,,1,credit_card
CUST_00578,Plus,85,2025-05-31,,2026-05-31,0,credit_card
CUST_00579,Essentials,55,2025-05-03,,2026-05-03,0,credit_card
CUST_00580,Plus,85,2024-06-30,,2025-06-30,0,paypal
CUST_00581,Advanced,200,2025-01-11,2025-06-20,,1,bank_transfer
CUST_00582,Advanced,200,2024-05-19,,2025-05-19,0,credit_card
CUST_00583,Advanced,200,2025-02-08,,2026-02-08,0,bank_transfer
CUST_00584,Advanced,200,2024-07-09,,2025-07-09,0,credit_card
CUST_00585,Essentials,55,2024-10-03,2025-03-19,,1,paypal
CUST_00586,Essentials,55,2026-04-09,,2027-04-09,0,paypal
CUST_00587,Essentials,55,2025-03-05,,2026-03-05,0,credit_card
CUST_00588,Plus,85,2025-10-12,,2026-10-12,0,bank_transfer
CUST_00589,Advanced,200,2025-02-10,2026-01-15,,1,credit_card
CUST_00590,Simple Start,30,2025-03-18,2026-01-14,,1,credit_card
CUST_00591,Advanced,200,2024-11-05,2025-10-28,,1,credit_card
CUST_00592,Plus,85,2025-05-11,,2026-05-11,0,bank_transfer
CUST_00593,Essentials,55,2026-02-15,,2027-02-15,0,credit_card
CUST_00594,Plus,85,2024-09-14,2025-04-25,,1,credit_card
CUST_00595,Advanced,200,2025-11-30,,2026-11-30,0,credit_card
CUST_00596,Essentials,55,2025-04-07,,2026-04-07,0,bank_transfer
CUST_00597,Advanced,200,2024-07-08,,2025-07-08,0,bank_transfer
CUST_00598,Plus,85,2025-10-20,,2026-10-20,0,paypal
CUST_00599,Simple Start,30,2025-03-25,,2026-03-25,0,credit_card
CUST_00600,Plus,85,2025-12-23,,2026-12-23,0,bank_transfer
CUST_00601,Essentials,55,2024-12-27,,2025-12-27,0,paypal
CUST_00602,Advanced,200,2026-01-06,,2027-01-06,0,credit_card
CUST_00603,Plus,85,2024-09-05,2025-06-24,,1,paypal
CUST_00604,Essentials,55,2024-12-16,,2025-12-16,0,credit_card
CUST_00605,Advanced,200,2025-04-13,,2026-04-13,0,bank_transfer
CUST_00606,Simple Start,30,2025-02-08,,2026-02-08,0,paypal
CUST_00607,Plus,85,2025-03-29,,2026-03-29,0,credit_card
CUST_00608,Advanced,200,2025-12-23,,2026-12-23,0,credit_card
CUST_00609,Advanced,200,2024-11-07,,2025-11-07,0,bank_transfer
CUST_00610,Plus,85,2024-06-30,,2025-06-30,0,bank_transfer
CUST_00611,Essentials,55,2025-07-23,,2026-07-23,0,credit_card
CUST_00612,Plus,85,2024-11-30,,2025-11-30,0,bank_transfer
CUST_00613,Simple Start,30,2025-05-01,,2026-05-01,0,credit_card
CUST_00614,Essentials,55,2026-02-19,,2027-02-19,0,credit_card
CUST_00615,Simple Start,30,2025-10-22,2026-04-16,,1,paypal
CUST_00616,Advanced,200,2024-10-09,,2025-10-09,0,credit_card
CUST_00617,Advanced,200,2026-03-23,,2027-03-23,0,paypal
CUST_00618,Essentials,55,2024-05-28,,2025-05-28,0,paypal
CUST_00619,Simple Start,30,2024-08-15,,2025-08-15,0,paypal
CUST_00620,Essentials,55,2025-11-14,,2026-11-14,0,paypal
CUST_00621,Simple Start,30,2025-07-19,,2026-07-19,0,paypal
CUST_00622,Plus,85,2025-07-05,,2026-07-05,0,paypal
CUST_00623,Simple Start,30,2025-06-19,,2026-06-19,0,credit_card
CUST_00624,Essentials,55,2025-11-28,2026-07-03,,1,credit_card
CUST_00625,Plus,85,2025-02-28,,2026-02-28,0,bank_transfer
CUST_00626,Advanced,200,2026-03-18,,2027-03-18,0,bank_transfer
CUST_00627,Simple Start,30,2025-07-20,2026-08-01,,1,credit_card
CUST_00628,Simple Start,30,2024-10-16,2025-07-20,,1,bank_transfer
CUST_00629,Plus,85,2026-02-23,,2027-02-23,0,paypal
CUST_00630,Advanced,200,2025-10-30,,2026-10-30,0,bank_transfer
CUST_00631,Simple Start,30,2025-05-31,,2026-05-31,0,paypal
CUST_00632,Advanced,200,2026-01-24,,2027-01-24,0,credit_card
CUST_00633,Advanced,200,2025-07-15,,2026-07-15,0,bank_transfer
CUST_00634,Simple Start,30,2025-07-11,2026-08-14,,1,credit_card
CUST_00635,Advanced,200,2024-07-13,,2025-07-13,0,credit_card
CUST_00636,Advanced,200,2026-03-02,,2027-03-02,0,credit_card
CUST_00637,Essentials,55,2024-05-23,,2025-05-23,0,bank_transfer
CUST_00638,Simple Start,30,2025-09-08,2026-09-09,,1,bank_transfer
CUST_00639,Essentials,55,2024-05-28,,2025-05-28,0,bank_transfer
CUST_00640,Plus,85,2025-07-01,,2026-07-01,0,credit_card
CUST_00641,Plus,85,2026-02-07,2026-10-19,,1,paypal
CUST_00642,Advanced,200,2024-07-30,,2025-07-30,0,bank_transfer
CUST_00643,Advanced,200,2025-09-10,2026-10-08,,1,credit_card
CUST_00644,Simple Start,30,2024-12-10,2025-01-29,,1,credit_card
CUST_00645,Advanced,200,2025-03-28,,2026-03-28,0,bank_transfer
CUST_00646,Simple Start,30,2024-11-08,2025-03-19,,1,bank_transfer
CUST_00647,Plus,85,2026-03-14,2026-12-19,,1,paypal
CUST_00648,Advanced,200,2025-03-05,,2026-03-05,0,paypal
CUST_00649,Essentials,55,2024-05-24,,2025-05-24,0,bank_transfer
CUST_00650,Advanced,200,2025-04-18,,2026-04-18,0,credit_card
CUST_00651,Simple Start,30,2024-06-18,2025-01-10,,1,paypal
CUST_00652,Simple Start,30,2025-11-05,,2026-11-05,0,credit_card
CUST_00653,Simple Start,30,2024-07-13,,2025-07-13,0,bank_transfer
CUST_00654,Advanced,200,2026-03-08,,2027-03-08,0,paypal
CUST_00655,Simple Start,30,2025-08-15,,2026-08-15,0,bank_transfer
CUST_00656,Plus,85,2025-01-04,,2026-01-04,0,bank_transfer
CUST_00657,Essentials,55,2026-03-07,,2027-03-07,0,paypal
CUST_00658,Essentials,55,2025-12-12,2026-03-10,,1,bank_transfer
CUST_00659,Essentials,55,2025-02-09,,2026-02-09,0,bank_transfer
CUST_00660,Essentials,55,2026-02-27,,2027-02-27,0,credit_card
CUST_00661,Essentials,55,2025-09-05,2026-08-03,,1,paypal
CUST_00662,Essentials,55,2025-01-25,2025-05-02,,1,bank_transfer
CUST_00663,Simple Start,30,2025-05-01,2025-09-06,,1,credit_card
CUST_00664,Advanced,200,2025-03-04,2025-07-14,,1,credit_card
CUST_00665,Simple Start,30,2025-10-11,,2026-10-11,0,paypal
CUST_00666,Plus,85,2025-01-01,,2026-01-01,0,credit_card
CUST_00667,Essentials,55,2024-09-13,,2025-09-13,0,bank_transfer
CUST_00668,Simple Start,30,2025-01-17,,2026-01-17,0,paypal
CUST_00669,Simple Start,30,2025-01-11,2025-06-27,,1,bank_transfer
CUST_00670,Plus,85,2024-08-04,,2025-08-04,0,paypal
CUST_00671,Advanced,200,2025-04-30,,2026-04-30,0,credit_card
CUST_00672,Essentials,55,2024-07-25,2024-09-19,,1,paypal
CUST_00673,Plus,85,2026-01-16,,2027-01-16,0,bank_transfer
CUST_00674,Plus,85,2025-04-03,,2026-04-03,0,credit_card
CUST_00675,Advanced,200,2025-07-25,,2026-07-25,0,bank_transfer
CUST_00676,Plus,85,2024-09-25,,2025-09-25,0,credit_card
CUST_00677,Simple Start,30,2025-06-03,,2026-06-03,0,paypal
CUST_00678,Essentials,55,2024-12-17,,2025-12-17,0,paypal
CUST_00679,Plus,85,2024-07-15,,2025-07-15,0,paypal
CUST_00680,Plus,85,2025-11-27,,2026-11-27,0,bank_transfer
CUST_00681,Essentials,55,2024-08-30,,2025-08-30,0,credit_card
CUST_00682,Simple Start,30,2025-01-29,2026-01-02,,1,credit_card
CUST_00683,Simple Start,30,2025-01-27,,2026-01-27,0,paypal
CUST_00684,Essentials,55,2026-02-15,2026-10-31,,1,credit_card
CUST_00685,Simple Start,30,2025-08-28,,2026-08-28,0,paypal
CUST_00686,Plus,85,2025-03-22,,2026-03-22,0,bank_transfer
CUST_00687,Essentials,55,2025-09-20,,2026-09-20,0,credit_card
CUST_00688,Simple Start,30,2024-12-20,2025-08-21,,1,paypal
CUST_00689,Plus,85,2025-07-28,,2026-07-28,0,paypal
CUST_00690,Plus,85,2025-07-18,,2026-07-18,0,bank_transfer
CUST_00691,Simple Start,30,2024-10-26,,2025-10-26,0,credit_card
CUST_00692,Advanced,200,2024-07-09,,2025-07-09,0,paypal
CUST_00693,Simple Start,30,2025-01-06,2025-06-25,,1,paypal
CUST_00694,Essentials,55,2025-11-23,,2026-11-23,0,paypal
CUST_00695,Simple Start,30,2025-08-24,,2026-08-24,0,paypal
CUST_00696,Essentials,55,2026-03-23,,2027-03-23,0,bank_transfer
CUST_00697,Advanced,200,2025-02-20,,2026-02-20,0,paypal
CUST_00698,Simple Start,30,2024-11-25,2025-09-11,,1,bank_transfer
CUST_00699,Advanced,200,2024-06-20,,2025-06-20,0,bank_transfer
CUST_00700,Essentials,55,2025-01-29,2025-05-20,,1,paypal
CUST_00701,Essentials,55,2024-12-03,,2025-12-03,0,credit_card
CUST_00702,Advanced,200,2025-03-16,,2026-03-16,0,paypal
CUST_00703,Plus,85,2024-06-04,,2025-06-04,0,credit_card
CUST_00704,Plus,85,2024-07-22,,2025-07-22,0,paypal
CUST_00705,Simple Start,30,2025-02-07,2025-04-01,,1,paypal
CUST_00706,Essentials,55,2025-02-11,,2026-02-11,0,paypal
CUST_00707,Essentials,55,2025-11-08,,2026-11-08,0,bank_transfer
CUST_00708,Essentials,55,2024-06-20,,2025-06-20,0,credit_card
CUST_00709,Essentials,55,2025-10-02,,2026-10-02,0,credit_card
CUST_00710,Simple Start,30,2025-12-12,2026-07-07,,1,paypal
CUST_00711,Plus,85,2025-01-28,,2026-01-28,0,paypal
CUST_00712,Plus,85,2024-11-12,,2025-11-12,0,bank_transfer
CUST_00713,Plus,85,2025-10-09,,2026-10-09,0,credit_card
CUST_00714,Simple Start,30,2025-09-05,,2026-09-05,0,credit_card
CUST_00715,Plus,85,2025-03-14,,2026-03-14,0,credit_card
CUST_00716,Simple Start,30,2025-12-22,,2026-12-22,0,paypal
CUST_00717,Advanced,200,2025-07-07,,2026-07-07,0,bank_transfer
CUST_00718,Essentials,55,2025-05-07,,2026-05-07,0,credit_card
CUST_00719,Plus,85,2025-05-31,,2026-05-31,0,paypal
CUST_00720,Advanced,200,2025-09-03,,2026-09-03,0,credit_card
CUST_00721,Advanced,200,2026-03-04,,2027-03-04,0,bank_transfer
CUST_00722,Simple Start,30,2025-11-16,,2026-11-16,0,bank_transfer
CUST_00723,Essentials,55,2025-01-15,,2026-01-15,0,credit_card
CUST_00724,Essentials,55,2024-10-05,,2025-10-05,0,paypal
CUST_00725,Essentials,55,2025-04-06,,2026-04-06,0,credit_card
CUST_00726,Plus,85,2025-04-10,,2026-04-10,0,credit_card
CUST_00727,Advanced,200,2025-11-06,,2026-11-06,0,credit_card
CUST_00728,Simple Start,30,2024-09-02,2025-05-08,,1,credit_card
CUST_00729,Advanced,200,2025-09-09,,2026-09-09,0,bank_transfer
CUST_00730,Simple Start,30,2025-05-28,,2026-05-28,0,credit_card
CUST_00731,Simple Start,30,2025-07-26,,2026-07-26,0,bank_transfer
CUST_00732,Advanced,200,2025-06-02,2025-07-08,,1,paypal
CUST_00733,Simple Start,30,2024-07-19,2024-09-29,,1,bank_transfer
CUST_00734,Essentials,55,2024-11-04,,2025-11-04,0,paypal
CUST_00735,Simple Start,30,2025-07-08,,2026-07-08,0,credit_card
CUST_00736,Simple Start,30,2025-07-30,,2026-07-30,0,bank_transfer
CUST_00737,Simple Start,30,2024-12-10,2025-09-11,,1,paypal
CUST_00738,Advanced,200,2025-12-25,,2026-12-25,0,bank_transfer
CUST_00739,Plus,85,2025-04-12,,2026-04-12,0,credit_card
CUST_00740,Simple Start,30,2024-06-10,,2025-06-10,0,bank_transfer
CUST_00741,Simple Start,30,2026-02-10,2026-04-03,,1,credit_card
CUST_00742,Plus,85,2024-08-15,2025-04-14,,1,credit_card
CUST_00743,Simple Start,30,2025-08-16,,2026-08-16,0,credit_card
CUST_00744,Essentials,55,2024-09-01,,2025-09-01,0,credit_card
CUST_00745,Plus,85,2025-08-02,,2026-08-02,0,credit_card
CUST_00746,Advanced,200,2024-09-24,,2025-09-24,0,paypal
CUST_00747,Simple Start,30,2024-12-10,,2025-12-10,0,credit_card
CUST_00748,Essentials,55,2025-12-20,2026-06-12,,1,bank_transfer
CUST_00749,Simple Start,30,2026-03-21,,2027-03-21,0,credit_card
CUST_00750,Plus,85,2025-11-20,,2026-11-20,0,credit_card
CUST_00751,Simple Start,30,2025-10-24,,2026-10-24,0,credit_card
CUST_00752,Advanced,200,2025-09-19,,2026-09-19,0,paypal
CUST_00753,Essentials,55,2024-07-14,,2025-07-14,0,credit_card
CUST_00754,Plus,85,2024-12-18,,2025-12-18,0,bank_transfer
CUST_00755,Plus,85,2025-01-25,,2026-01-25,0,bank_transfer
CUST_00756,Advanced,200,2026-03-05,,2027-03-05,0,bank_transfer
CUST_00757,Simple Start,30,2025-11-09,,2026-11-09,0,credit_card
CUST_00758,Essentials,55,2025-03-21,,2026-03-21,0,bank_transfer
CUST_00759,Advanced,200,2025-06-05,,2026-06-05,0,bank_transfer
CUST_00760,Simple Start,30,2025-02-03,2025-10-09,,1,paypal
CUST_00761,Plus,85,2025-05-28,2025-12-09,,1,credit_card
CUST_00762,Essentials,55,2025-09-15,,2026-09-15,0,bank_transfer
CUST_00763,Plus,85,2026-03-13,,2027-03-13,0,bank_transfer
CUST_00764,Advanced,200,2025-04-14,,2026-04-14,0,paypal
CUST_00765,Plus,85,2025-01-06,,2026-01-06,0,paypal
CUST_00766,Essentials,55,2025-02-20,,2026-02-20,0,paypal
CUST_00767,Advanced,200,2025-10-02,,2026-10-02,0,bank_transfer
